Br *-Br
c1ccncc1 *-c1:c:c(=*):n(-*):c:c:1-*
c1ccncc1 *-c1:c:n:c(-*):c(-*):c:1
c1ccncc1 *-c1:c(-*):c(-*):n(:*):c(:*):c:1-*
c1ccncc1 *-n1:c(=*):c(:*):c(:*):c(:*):c:1:*
COC *-C-O-C
COC *-C-O-C(-*)=*
COC=O *-C(=O)-O-C
COC=O *-C-O-C(-*)=O
COC=O *-C(=*)-O-C(-*)=O
Cn1c(=O)[nH]c(=O)c2ncnc21 *-n1:c:n:c2:c:1:c(=O):[nH]:c(=O):n:2-C
Cn1c(=O)[nH]c(=O)c2ncnc21 *-c1:n:c2:c(:c(=O):[nH]:c(=O):n:2-C):n:1-*
CCc1ccccc1 *-C-C-c1:c:c:c:c:c:1-*
CCc1ccccc1 *-c1:c:c:c:c:c:1-C-C
CCc1ccccc1 *-C-C-c1:c:c:c:c:c:1
CCc1ccccc1 *-C-C(-*)-c1:c:c:c:c:c:1
CCc1ccccc1 *-c1:c:c:c(-C-C#*):c:c:1
CCc1ccccc1 *-c1:c:c:c(-C-C):c:c:1
CCc1ccccc1 *-C-C(-*)(-*)-c1:c:c:c:c:c:1
CCc1ccccc1 *-C(-C)-c1:c:c:c:c:c:1
CCc1ccccc1 *-c1:c:c:c:c(-C(=*)-C):c:1
CCc1ccccc1 *-C-C(-*)-c1:c:c:c(-*):c:c:1
CCc1ccccc1 *-C-C-c1:c:c:c:c(:*):c:1:*
CCc1ccccc1 *-c1:c:c:c:c(-C-C):c:1-*
CCc1ccccc1 *-c1:c:c:c(-*):c(-C(=*)-C):c:1
CCc1ccccc1 *-c1:c:c:c:c:c:1-C(=*)-C
Cc1cccnc1 *:c1:c:c:c(-C):c:n:1:*
Cc1cccnc1 *-C(=*)-c1:c:c:c:n:c:1
Cc1cccnc1 *-C-c1:c:c:c:n:c:1
Cc1cccnc1 *-c1:n:c:c(-C):c(-*):c:1-*
Cc1cccnc1 *-c1:n:c:c:c:c:1-C
Cc1cccnc1 *-c1:c:c(-*):n(-*):c(=*):c:1-C
Cc1cccnc1 *-c1:c:c:c(-C):c:n:1
Cc1cccnc1 *-c1:c:c(-C):c(-*):n:c:1-*
Cc1cccnc1 *-C(=*)-c1:c:c:c:n:c:1-*
Cc1cccnc1 *-C(=*)-c1:c:c:c(-*):n:c:1-*
Cc1cccnc1 *-C(-*)-c1:c:c:c:n:c:1
Cc1cccnc1 *-C(=*)-c1:c:n:c:c(-*):c:1
Cc1cccnc1 *:c1:c(-C):c:c:c:n:1:*
Cc1cccnc1 *=C-c1:c:c:c:n:c:1
Cc1ccccc1C *-c1:c:c:c:c(-C):c:1-C
Cc1ccccc1C *-c1:c:c:c(-C):c(-C):c:1
Cc1ccccc1C *:c1:c:c(-C):c(-C):c:c:1:*
Cc1ccccc1C *-C-c1:c:c(-*):c(-*):c:c:1-C(-*)=*
Cc1ccccc1C *-C(=*)-c1:c:c:c:c:c:1-C
Cc1ccccc1C *-c1:c:c:c(-C(-*)-*):c(-C):c:1
Cc1ccccc1C *-C-c1:c:c:c:c:c:1-C
Cc1ccccc1C *-c1:c:c(-C):c(-C):c:c:1-*
Cc1ccccc1C *-C(=*)-c1:c:c(-*):c(-*):c:c:1-C
Cc1ccccc1C *-C(-*)-c1:c:c:c:c:c:1-C
CCNC(=O)c1cccc(OC)c1 *-c1:c:c(-*):c(-C(=O)-N(-*)-C(-*)-C=*):c:c:1-O-C
CCNC(=O)c1cccc(OC)c1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C-N(-*)-C(=O)-c1:c:c:c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-c1:c:c:c(-C(=O)-N-C-C(-*)-*):c:c:1-O-C
CCNC(=O)c1cccc(OC)c1 *-c1:c:c:c(-C(=O)-N(-*)-C-C):c:c:1-O-C
CCNC(=O)c1cccc(OC)c1 *-c1:c:c(-O-C):c:c(-C(=O)-N-C-C(-*)-*):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c:c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C(=*)-C-N-C(=O)-c1:c:c(-*):c:c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C(-C)-N-C(=O)-c1:c:c:c:c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-c1:c:c(-C(=O)-N(-*)-C-C):c:c(-O-C):c:1-*
CCNC(=O)c1cccc(OC)c1 *-C-C(-*)-N-C(=O)-c1:c:c:c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C-N-C(=O)-c1:c:c:c:c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C-N(-*)-C(=O)-c1:c:c:c:c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-c1:c:c(-C(=O)-N-C(-*)-C):c:c(-O-C):c:1-*
CCNC(=O)c1cccc(OC)c1 *-C-C(-*)-N-C(=O)-c1:c:c(-*):c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C-N-C(=O)-c1:c:c(-*):c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-c1:c:c(-C(=O)-N-C-C(-*)-*):c:c(-O-C):c:1-*
CCNC(=O)c1cccc(OC)c1 *-C-C-N-C(=O)-c1:c:c:c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c:c(-*):c(-O-C):c:1
CCNC(=O)c1cccc(OC)c1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c(-*):c(-*):c(-O-C):c:1
Cn(c=O)cn *-n(:*):c(=*):n(-C):c(:*)=O
Cn(c=O)cn *-C-n(:c:n:*):c(:*)=O
Cn(c=O)cn *:n:c(:*):n(-C):c(:*)=O
Cn(c=O)cn *-C-n(:c(-*):n:*):c(:*)=O
Cn(c=O)cn *-c(:n:*):n(-C):c(:*)=O
Cn(c=O)cn *:n:c:n(-C):c(:*)=O
c1ccc2ncnc2c1 *-c1:n:c2:c:c:c:c:c:2:n:1-*
c1ccc2ncnc2c1 *-n1:c:n:c2:c:c:c:c:c:2:1
c1ccc2ncnc2c1 *:c1:n:c2:c:c:c:c:c:2:n:1:*
c1ccc2ncnc2c1 *-n1:c2:c:c:c:c:c:2:n(:*):c:1:*
c1ccc2ncnc2c1 *-c1:c:c:c2:c(:c:1):n(-*):c(=*):n:2-*
c1ccc2[nH]cnc2c1 *-c1:n:c2:c:c:c:c:c:2:[nH]:1
O=CCO *-O-C(-*)-C(-*)=O
O=CCO *-C(=O)-C(-*)(-*)-O
O=CCO *-C(=O)-C(-*)-O
O=CCO *-O-C-C(-*)=O
O=CCO *-O-C(-*)(-*)-C(-*)=O
N#Cc1ccccc1 *-c1:c:c:c(-C#N):c:c:1-*
N#Cc1ccccc1 *-c1:c:c:c(-C#N):c:c:1
N#Cc1ccccc1 *-c1:c:c(-*):c(-C#N):c(-*):c:1-*
N#Cc1ccccc1 *-c1:c(-*):c(-*):c(-C#N):c(-*):c:1-*
N#Cc1ccccc1 *-c1:c:c:c:c:c:1-C#N
N#Cc1ccccc1 *-c1:c:c:c(-C#N):c(-*):c:1
N#Cc1ccccc1 *-c1:c:c(:*):c(:*):c:c:1-C#N
N#Cc1ccccc1 *-c1:c:c:c:c(-C#N):c:1
N#Cc1ccccc1 *-c1:c:c:c:c(-*):c:1-C#N
Nc1cnon1 *-c1:n:o:n:c:1-N
Nc1cnon1 *-N-c1:n:o:n:c:1-*
COc1ccc(C)cc1 *-C-c1:c:c:c(-O-C):c:c:1
COc1ccc(C)cc1 *-C-c1:c:c:c(-O-C):c(-*):c:1
COc1ccc(C)cc1 *-C-c1:c:c:c(-O-C):c:c:1-*
COc1ccc(C)cc1 *-C-O-c1:c:c:c(-C):c:c:1
COc1ccc(C)cc1 *-c1:c:c(-C):c:c:c:1-O-C
COc1ccc(C)cc1 *-C-O-c1:c:c:c(-C-*):c:c:1
COc1ccc(C)cc1 *-C(-*)-c1:c:c:c(-O-C):c:c:1
COc1ccc(C)cc1 *-C-O-c1:c:c:c(-C(-*)-*):c:c:1-*
Brc1ccccc1 *-c1:c:c:c(-Br):c:c:1
Brc1ccccc1 *-c1:c:c:c:c(-Br):c:1
Brc1ccccc1 *-c1:c:c:c:c:c:1-Br
Brc1ccccc1 *:c1:c:c:c(-Br):c:c:1:*
Brc1ccccc1 *-c1:c:c:c(-Br):c:c:1-*
Brc1ccccc1 *-c1:c:c(-*):c(-*):c(-Br):c:1
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:c:c:n:c:1-*
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:c:c:n:c:1
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:c:c(-*):n:c:1
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:n:c:c(-*):c:1
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:n:c:c:c:1-*
NC(=O)c1cccnc1 *-N-C(=O)-c1:c:n:c(-*):c:c:1-*
NC(=O)c1cccnc1 *-N-C(=O)-c1:c(-*):c:c:n:c:1-*
NC(=O)c1cccnc1 *-c1:n:c:c:c:c:1-C(-N)=O
CCC(C)C *-C-C(-C-*)-C-C=*
CCC(C)C *-C-C-C(-C)-C-*
CCC(C)C *-C(-C)(-C)-C-C
CCC(C)C *-C-C-C(-C)-C
CCC(C)C *-C-C(-*)-C(-*)(-C-*)-C-*
CCC(C)C *-C(-C)-C(-*)(-C)-C
CCC(C)C *-C(-*)(-C)-C(-*)(-C)-C
