Br *-Br
Cc1cc(C)cc(C)c1 *-c1:c(-C):c:c(-C(-*)-*):c:c:1-C
Cc1cc(C)cc(C)c1 *-C(-*)-c1:c:c(-C):c:c(-C):c:1
Cc1cc(C)cc(C)c1 *=C-c1:c:c(-C):c:c(-C):c:1
Cc1cc(C)cc(C)c1 *-C-c1:c:c(-C):c(-*):c(-C):c:1-*
Cc1cc(C)cc(C)c1 *-c1:c(-C):c:c(-C):c:c:1-C(-*)-*
c1ncc2ccsc2n1 *-c1:s:c2:n:c:n:c(-*):c:2:c:1-*
c1ncc2ccsc2n1 *-c1:n:c(-*):c2:c(-*):c(-*):s:c:2:n:1
c1ncc2ccsc2n1 *-c1:c:s:c2:n:c:n:c(-*):c:1:2
c1ncc2ccsc2n1 *-c1:c:c2:c(-*):n:c:n:c:2:s:1
c1ncc2ccsc2n1 *-c1:n:c(-*):c2:c:c(-*):s:c:2:n:1
c1ncc2ccsc2n1 *-c1:n:c:n:c2:s:c:c:c:1:2
c1ncc2ccsc2n1 *-c1:s:c2:c(:c:1-*):c(:*):n(:*):c(=*):n:2-*
c1ncc2ccsc2n1 *-c1:n:c(-*):c2:c:c:s:c:2:n:1
c1ncc2ccsc2n1 *-c1:n:c:n:c2:s:c(:*):c(:*):c:1:2
c1ncc2ccsc2n1 *-c1:n:c(-*):c2:c(-*):c:s:c:2:n:1
c1ncc2ccsc2n1 *-c1:s:c2:c(:c(-*):n:c(=*):n:2-*):c:1-*
c1ncc2ccsc2n1 *-c1:c:s:c2:c:1:c(-*):n:c(=*):n:2-*
c1ncc2ccsc2n1 *-c1:s:c2:n:c:n:c:c:2:c:1-*
c1ncc2ccsc2n1 *-c1:n:c:c2:c(-*):c(-*):s:c:2:n:1
NCCF *-C(-F)-C-N(-*)-*
NCCF *-C(-F)-C(-*)-N=*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c(-*):c(-*):c:1
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(-N)=O):c(-*):c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c(-*):c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(-N)=O):c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c(-*):c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c:c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(=*)-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-C(-N-C(-N)=O)-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(-N)=O):c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(-*)-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(-*)-c1:c:c:c:c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c:c(-*):c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c:c(-*):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c(-*):c:c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c(-*):c:c:c:c:1-*
NC(=O)NCc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-N-C(-N)=O
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C-N-C(-N)=O):c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(=*)-c1:c:c:c:c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(-*)-c1:c:c:c:c(-*):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c(-*):c(-*):c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(-*)-c1:c:c:c(-*):c:c:1
NC(=O)NCc1ccccc1 *=N-C(=O)-N-C-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c(-*):c(-*):c(-*):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(-*)-c1:c:c:c(-*):c(-*):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c(-*):c:c:c(:*):c:1:*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c(-*):c:c(-*):c:1
NC(=O)NCc1ccccc1 *-c1:c:c:c:c(-C(-*)-N-C(-N)=O):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c(:*):c(:*):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c:c(-*):c(-*):c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c(-*):c:c(-*):c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c(-*):c:c:c(-*):c:1-*
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C-N-C(=O)-N=*):c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N(-*)-C-c1:c:c:c(-*):c:c:1
NC(=O)NCc1ccccc1 *-N(-*)-C(=O)-N-C-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N(-*)-C-c1:c:c:c:c:c:1-*
NC(=O)NCc1ccccc1 *-N-C(=O)-N(-*)-C-c1:c:c:c:c:c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C(=*)-c1:c:c:c(-*):c:c:1
NC(=O)NCc1ccccc1 *-c1:c:c:c(-C-N-C(-N)=O):c:c:1-*
NC(=O)NCc1ccccc1 *-c1:c:c:c(-*):c(-C-N-C(-N)=O):c:1
NC(=O)NCc1ccccc1 *-N-C(=O)-N-C-c1:c:c(-*):c:c(-*):c:1-*
NC(=O)Cc1ccccc1 *-N-C(=O)-C(-*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-N-C(=O)-C-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-N-C(=O)-C(-*)-c1:c:c:c:c:c:1-*
NC(=O)Cc1ccccc1 *-N-C(=O)-C(-*)(-*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-C(-C(-N)=O)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-N-C(=O)-C-c1:c:c:c(-*):c:c:1
NC(=O)Cc1ccccc1 *-C(-*)(-C(-N)=O)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C-C(-N)=O):c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-C(=O)-N(-*)-*
NC(=O)Cc1ccccc1 *-N(-*)-C(=O)-C-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-N-C(=O)-C-c1:c:c:c(-*):c(-*):c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C-C(=O)-N(-*)-*):c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C-C(=O)-N(-*)-*):c:c:1-*
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C-C(=O)-N=*):c:c:1-*
NC(=O)Cc1ccccc1 *-C(-*)(-C(=O)-N=*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)(-*)-C(-N)=O
NC(=O)Cc1ccccc1 *-C(-C(=O)-N=*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-C(-N)=O
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C-C(-N)=O
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C(-*)-C(-N)=O):c:c:1-*
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-C(=O)-N=*
NC(=O)Cc1ccccc1 *-N-C(=O)-C-c1:c:c:c:c:c:1-*
NC(=O)Cc1ccccc1 *-c1:c:c:c:c(-C-C(-N)=O):c:1
NC(=O)Cc1ccccc1 *-N-C(=O)-C-c1:c:c:c:c(-*):c:1
NC(=O)Cc1ccccc1 *-C(-C(=O)-N(-*)-*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C(-*)-C(-N)=O):c:c:1
NC(=O)Cc1ccccc1 *-N(-*)-C(=O)-C(-*)(-*)-c1:c:c:c:c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c(-C-C(=O)-N=*):c:c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c:c(-C-C(=O)-N(-*)-*):c:1
NC(=O)Cc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)(-*)-C(=O)-N(-*)-*
NC(=O)Cc1ccccc1 *-c1:c:c:c:c(-C-C(=O)-N=*):c:1
CC(=O)NCCF *-C-C(=O)-N(-*)-C-C(-*)-F
CC(=O)NCCF *-C(-F)-C-N(-*)-C(-C)=O
c1csnn1 *-c1:n:n:s:c:1-*
c1csnn1 *-c1:c:s:n:n:1
c1csnn1 *-c1:c:n:n:s:1
c1csnn1 *-c1:n:n(-*):s:c:1=*
c1csnn1 *:c1:n:n:s:c:1:*
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c:n:c:1
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c:n:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c(-*):n:c:1
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c:n(:*):c:1:*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c:c(-*):c:1
O=CNc1cccnc1 *-C(=O)-N(-*)-c1:c:c:c:n:c:1
O=CNc1cccnc1 *-C(=O)-N(-*)-c1:c:c:c:n:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c:c:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c(:*):c(:*):c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c(-*):c(-*):c:1
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c:c(-*):c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c(-*):n:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:c:c(:*):n(:*):c:1
O=CNc1cccnc1 *-C(=O)-N-c1:c:c(-*):c:n:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c(:*):c(:*):c:1
O=CNc1cccnc1 *-C(=O)-N-c1:c:n:c(-*):c:c:1-*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n(-*):c:c:c:1=*
O=CNc1cccnc1 *-C(=O)-N-c1:c:n(-*):c:c(-*):c:1=*
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:s:c:c(-*):c:1-*
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:s:c(:*):c(:*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C(-*)-C):c:1-*
CCNC(=O)c1cccs1 *-C(-C)-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C-C(-*)-*):s:c:1-*
CCNC(=O)c1cccs1 *-C(-*)-C-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N(-*)-C-C):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-C(-C)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C(-*)(-*)-C-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:s:c(:*):c(:*):c:1-*
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:c:c(-*):c:s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c(-*):s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C(-*)-C):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C-C(-*)-*):s:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:c:c(-*):c:s:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C-C=*):c:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:c:c(-*):c:s:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:c:c:c(-*):s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:c:c:c(-*):s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N(-*)-C-C):s:c:1-*
CCNC(=O)c1cccs1 *-N(-C-C=*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:c:c(-*):c(-*):s:1
CCNC(=O)c1cccs1 *-c1:s:c(-C(=O)-N-C-C=*):c(-*):c:1-*
CCNC(=O)c1cccs1 *-C(-C#*)-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:c:c(-*):c(-*):s:1
CCNC(=O)c1cccs1 *-N(-C-C)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C-C):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)-C):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C-C(-*)-*):c:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C(-*)-C):s:1
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:s:c(:*):c(:*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C-C):s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C-C=*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C-C=*):s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C-C#*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C-C):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N-C(-*)-C):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N-C-C(-*)-*):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N(-*)-C(-*)-C):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:c:c:c(-*):s:1
CCNC(=O)c1cccs1 *-C(-*)-C(-*)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C-C(-*)(-*)-*):s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C(-*)-C-N(-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *-C-C(-*)-N-C(=O)-c1:s:c:c(-*):c:1-*
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N(-*)-C-C):s:1
CCNC(=O)c1cccs1 *-C(-*)-C-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C(-N-C(=O)-c1:c:c:c:s:1)-C(-*)(-*)-*
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:s:c:c(-*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N(-*)-C(-*)-C):s:1
CCNC(=O)c1cccs1 *:c1:c:c(-C(=O)-N-C-C):s:c:1:*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)-C
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N(-*)-C-C=*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N(-*)-C-C=*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C(-*)-C(-*)-*):s:1
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N-C-C=*):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-c1:c(-C(=O)-N-C-C):s:c(:*):c:1:*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C-C
CCNC(=O)c1cccs1 *-C(-C)-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-N(-C(=O)-c1:c:c:c:s:1)-C(-*)(-*)-C#*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C-C(-*)-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C-C
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C(-*)(-*)-C#*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C-C(-*)(-*)-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C(-*)-C
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N(-*)-C(-*)-C):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C-C(-*)(-*)-*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)-C(-*)-*
CCNC(=O)c1cccs1 *-C-C-N-C(=O)-c1:s:c(-*):c:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c(-*):c(-C(=O)-N-C-C(-*)-*):s:1
CCNC(=O)c1cccs1 *-C-C-N(-*)-C(=O)-c1:s:c(-*):c:c:1-*
CCNC(=O)c1cccs1 *#C-C-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *=C-C-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-N(-C-C)-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C(-C)-N(-*)-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-C(-*)-C-N(-*)-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C(-*)(-*)-C):s:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C-C#*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C-C#*
CCNC(=O)c1cccs1 *-C(-C#*)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C(-*)-C#*):s:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C(-*)-C):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C-C(-*)(-*)-*):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)-C(-*)-*):c:1
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c(-*):c:s:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C-C):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C-C=*):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C-C(-*)-*):c:1
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N(-*)-C-C(-*)-*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C-C(-*)-*
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N-C(=O)-c1:c:c(-*):c:s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C-C=*
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N-C(=O)-c1:c:c:c(-*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C-C#*
CCNC(=O)c1cccs1 *-N(-C-C(-*)(-*)-*)-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C-C=*
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:s:c(:*):c(:*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N(-*)-C-C(-*)-*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)-C):c:1-*
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:s:c:c(-*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)-C#*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)(-*)-C#*
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c:c(-*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)(-*)-C
CCNC(=O)c1cccs1 *-c1:c:c:c(-C(=O)-N-C(-*)(-*)-C#*):s:1
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N(-*)-C(-*)-C=*
CCNC(=O)c1cccs1 *-C-C(-*)-N(-*)-C(=O)-c1:c:c(-*):c(-*):s:1
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C-C(-*)-*):c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N(-*)-C-C):c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)-C#*):c:1
CCNC(=O)c1cccs1 *-C(-*)(-C)-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-C(-*)-C(-*)-N-C(=O)-c1:c:c(:*):c(:*):s:1
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C(-*)(-*)-C):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c(-C(=O)-N-C(-*)-C(-*)-*):s:c:1-*
CCNC(=O)c1cccs1 *-c1:c:c:s:c:1-C(=O)-N-C(-*)-C(-*)(-*)-*
CCNC(=O)c1cccs1 *#C-C-N-C(=O)-c1:c:c:c:s:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)(-*)-C):c:1
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C-C(-*)-*):c:1-*
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N(-*)-C(=O)-c1:s:c:c:c:1-*
CCNC(=O)c1cccs1 *-c1:c:s:c(-C(=O)-N-C(-*)(-*)-C#*):c:1
CCNC(=O)c1cccs1 *-C-C(-*)(-*)-N-C(=O)-c1:c:c(-*):c(-*):s:1
Cc1ccc(O)cc1 *-c1:c:c(-C=*):c:c:c:1-O
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O):c:c:1
Cc1ccc(O)cc1 *-c1:c:c(-C):c:c:c:1-O
Cc1ccc(O)cc1 *-C(-*)-c1:c:c:c(-O):c:c:1
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C):c:c:1
Cc1ccc(O)cc1 *-C(=*)-c1:c:c:c(-O):c(-*):c:1
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O):c(-*):c:1
Cc1ccc(O)cc1 *-c1:c:c(-C(-*)-*):c:c:c:1-O
Cc1ccc(O)cc1 *-c1:c:c(-C=*):c(-*):c(-*):c:1-O
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C):c:c:1-*
Cc1ccc(O)cc1 *-c1:c:c(-O):c(-*):c:c:1-C
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C=*):c:c:1-*
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O-*):c:c:1
Cc1ccc(O)cc1 *-c1:c:c(-O):c:c(-*):c:1-C
Cc1ccc(O)cc1 *=C-c1:c:c:c(-O):c:c:1
Cc1ccc(O)cc1 *-c1:c:c(-O):c(-*):c(-*):c:1-C
Cc1ccc(O)cc1 *-C(=*)-c1:c:c:c(-O):c:c:1
Cc1ccc(O)cc1 *-c1:c:c(-C):c:c(-*):c:1-O
Cc1ccc(O)cc1 *-c1:c:c(-C(-*)-*):c(-*):c:c:1-O
Cc1ccc(O)cc1 *-c1:c:c(-C=*):c:c(-*):c:1-O
Cc1ccc(O)cc1 *-c1:c:c(-O):c:c:c:1-C(-*)-*
Cc1ccc(O)cc1 *-C-c1:c:c(-*):c(-O):c(-*):c:1
Cc1ccc(O)cc1 *-c1:c:c(-O):c:c:c:1-C
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O):c(:*):c:1:*
Cc1ccc(O)cc1 *-c1:c:c(-O):c:c:c:1-C=*
Cc1ccc(O)cc1 *-c1:c:c(-O):c:c(-*):c:1-C=*
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C):c(-*):c:1-*
Cc1ccc(O)cc1 *-c1:c(-O):c:c:c(-C=*):c:1-*
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O):c:c:1-*
Cc1ccc(O)cc1 *-c1:c:c(-C#*):c:c:c:1-O
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C(-*)-*):c:c:1
Cc1ccc(O)cc1 *-c1:c:c(-C):c(-*):c(-*):c:1-O
Cc1ccc(O)cc1 *#C-c1:c:c:c(-O):c:c:1
Cc1ccc(O)cc1 *-C-c1:c:c(-*):c(-O-*):c:c:1-*
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C#*):c:c:1
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O):c(-*):c:1-*
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C):c(-*):c:1
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O-*):c(-*):c:1
Cc1ccc(O)cc1 *-O-c1:c:c:c(-C=*):c:c:1
Cc1ccc(O)cc1 *-c1:c(-C):c:c:c(-O):c:1-*
Cc1ccc(O)cc1 *-C-c1:c:c(-*):c(-O):c:c:1-*
Cc1ccc(O)cc1 *-C-c1:c(-*):c(-*):c(-O):c(-*):c:1-*
Cc1ccc(O)cc1 *-C-c1:c(-*):c:c(-O):c(-*):c:1-*
Cc1ccc(O)cc1 *-C-c1:c:c:c(-O-*):c:c:1-*
Cc1ccc(O)cc1 *-C-c1:c:c(-*):c(-O):c(-*):c:1-*
CC(C)C=O *-C(=O)-C(-*)(-C)-C
CC(C)C=O *-C(=O)-C(-C)-C
